6
Insert(-416.24,Value0)
Insert(240.14,Value3582)
Insert(-61.57,Value3583)
Insert(-27.83,Value3584)
Insert(-178.61,Value3585)
Insert(243.37,Value3586)
Insert(357.64,Value3587)
Insert(186.93,Value3588)
Insert(66.59,Value3589)
Insert(-78.22,Value3590)
Insert(-148.27,Value3591)
Insert(256.18,Value3592)
Insert(-498.26,Value3593)
Insert(-419.93,Value3594)
Insert(487.67,Value3595)
Insert(206.79,Value3596)
Insert(277.69,Value3597)
Insert(21.13,Value3598)
Insert(-245.93,Value3599)
Insert(-163.91,Value3600)
Insert(397.82,Value3601)
Insert(-376.12,Value3602)
Insert(-213.78,Value3603)
Insert(-197.51,Value3604)
Insert(-220.56,Value3605)
Insert(207.05,Value3606)
Insert(-151.55,Value3607)
Insert(42.37,Value3608)
Insert(27.18,Value3609)
Insert(283.85,Value3610)
Insert(-455.98,Value3611)
Insert(256.29,Value3612)
Insert(-438.38,Value3613)
Insert(449.98,Value3614)
Insert(-445.12,Value3615)
Insert(266.58,Value3616)
Insert(-14.74,Value3617)
Insert(136.95,Value3618)
Insert(-437.19,Value3619)
Insert(-477.11,Value3620)
Insert(-456.16,Value3621)
Insert(-300.08,Value3622)
Insert(73.71,Value3623)
Insert(-40.82,Value3624)
Insert(319.39,Value3625)
Insert(245.14,Value3626)
Insert(-255.23,Value3627)
Insert(425.69,Value3628)
Insert(402.82,Value3629)
Insert(292.94,Value3630)
Insert(-338.4,Value3631)
Insert(402.66,Value3632)
Insert(-411.8,Value3633)
Insert(27.32,Value3634)
Insert(338.08,Value3635)
Insert(-148.86,Value3636)
Insert(-66.11,Value3637)
Insert(-393.42,Value3638)
Insert(139.68,Value3639)
Insert(-356.99,Value3640)
Insert(-104.64,Value3641)
Insert(140.29,Value3642)
Insert(-426.96,Value3643)
Insert(42.74,Value3644)
Insert(-406.02,Value3645)
Insert(248.36,Value3646)
Insert(-26.57,Value3647)
Insert(-451.74,Value3648)
Insert(471.55,Value3649)
Insert(-391.4,Value3650)
Insert(-0.34,Value3651)
Insert(-66.82,Value3652)
Insert(376.66,Value3653)
Insert(422.32,Value3654)
Insert(132.8,Value3655)
Insert(-163.49,Value3656)
Insert(89.59,Value3657)
Insert(-405.55,Value3658)
Insert(-5.37,Value3659)
Insert(-185.58,Value3660)
Insert(160.69,Value3661)
Insert(-289.09,Value3662)
Insert(26.87,Value3663)
Insert(-122.51,Value3664)
Insert(24.34,Value3665)
Insert(-184.23,Value3666)
Insert(243.75,Value3667)
Insert(423.53,Value3668)
Insert(107.83,Value3669)
Insert(-206.28,Value3670)
Insert(-41.47,Value3671)
Insert(-214.09,Value3672)
Insert(261.26,Value3673)
Insert(-242.27,Value3674)
Insert(449.28,Value3675)
Insert(-79.02,Value3676)
Insert(-128.42,Value3677)
Insert(206.82,Value3678)
Insert(-11.66,Value3679)
Insert(239.35,Value3680)
Insert(-369.28,Value3681)
Insert(416.31,Value3682)
Insert(-189.53,Value3683)
Insert(-289.3,Value3684)
Insert(20.43,Value3685)
Insert(-298.82,Value3686)
Insert(-184.46,Value3687)
Insert(387.93,Value3688)
Insert(245.27,Value3689)
Insert(-158.58,Value3690)
Insert(-138.9,Value3691)
Insert(-188.76,Value3692)
Insert(-14.13,Value3693)
Insert(-28.77,Value3694)
Insert(336.81,Value3695)
Insert(301.38,Value3696)
Insert(-56.07,Value3697)
Insert(-35.96,Value3698)
Insert(-26.29,Value3699)
Insert(-147.13,Value3700)
Insert(89.32,Value3701)
Insert(305.24,Value3702)
Insert(306.37,Value3703)
Insert(-466.63,Value3704)
Insert(353.46,Value3705)
Insert(99.97,Value3706)
Insert(260.68,Value3707)
Insert(438.93,Value3708)
Insert(-98.9,Value3709)
Insert(-13.6,Value3710)
Insert(-137.72,Value3711)
Insert(103.64,Value3712)
Insert(-312.06,Value3713)
Insert(358.49,Value3714)
Insert(-12.95,Value3715)
Insert(21.59,Value3716)
Insert(197.49,Value3717)
Insert(152.06,Value3718)
Insert(427.74,Value3719)
Insert(-479.65,Value3720)
Insert(-86.02,Value3721)
Insert(50.8,Value3722)
Insert(-366.31,Value3723)
Insert(-395.96,Value3724)
Insert(124.15,Value3725)
Insert(-148.48,Value3726)
Insert(-483.59,Value3727)
Insert(253.51,Value3728)
Insert(-442.69,Value3729)
Insert(171.1,Value3730)
Insert(448.26,Value3731)
Insert(-210.63,Value3732)
Insert(-305.2,Value3733)
Insert(-242.98,Value3734)
Insert(348.96,Value3735)
Insert(402.53,Value3736)
Insert(187.52,Value3737)
Insert(-263.34,Value3738)
Insert(176.9,Value3739)
Insert(216.63,Value3740)
Insert(-50.77,Value3741)
Insert(-496.45,Value3742)
Insert(31.96,Value3743)
Insert(374.46,Value3744)
Insert(357.1,Value3745)
Insert(-484.95,Value3746)
Insert(-400.75,Value3747)
Insert(-182.1,Value3748)
Insert(418.83,Value3749)
Insert(435.93,Value3750)
Insert(301.33,Value3751)
Insert(-402.99,Value3752)
Insert(256.61,Value3753)
Insert(-190.51,Value3754)
Insert(-424.17,Value3755)
Insert(459.88,Value3756)
Insert(-295.83,Value3757)
Insert(-118.54,Value3758)
Insert(361.91,Value3759)
Insert(350.91,Value3760)
Insert(146.96,Value3761)
Insert(420.15,Value3762)
Insert(-278.66,Value3763)
Insert(-471.43,Value3764)
Insert(373.56,Value3765)
Insert(66.17,Value3766)
Insert(216.74,Value3767)
Insert(-182.99,Value3768)
Insert(-295.05,Value3769)
Insert(461.25,Value3770)
Insert(-111.1,Value3771)
Insert(-85.22,Value3772)
Insert(-235.41,Value3773)
Insert(-311.99,Value3774)
Insert(87.15,Value3775)
Insert(-493.45,Value3776)
Insert(79.59,Value3777)
Insert(261.88,Value3778)
Insert(223.49,Value3779)
Insert(471.63,Value3780)
Insert(214.2,Value3781)
Insert(-216.75,Value3782)
Insert(-96.0,Value3783)
Insert(32.9,Value3784)
Insert(147.48,Value3785)
Insert(157.16,Value3786)
Insert(452.72,Value3787)
Insert(-143.75,Value3788)
Insert(-380.93,Value3789)
Insert(-285.19,Value3790)
Insert(-133.88,Value3791)
Insert(18.15,Value3792)
Insert(409.37,Value3793)
Insert(426.44,Value3794)
Insert(-397.07,Value3795)
Insert(-188.43,Value3796)
Insert(-78.4,Value3797)
Insert(-226.91,Value3798)
Insert(1.79,Value3799)
Insert(-243.36,Value3800)
Insert(74.32,Value3801)
Insert(211.96,Value3802)
Insert(-255.34,Value3803)
Insert(346.22,Value3804)
Insert(351.82,Value3805)
Insert(178.73,Value3806)
Insert(-297.66,Value3807)
Insert(-461.49,Value3808)
Insert(-54.85,Value3809)
Insert(449.39,Value3810)
Insert(267.36,Value3811)
Insert(72.26,Value3812)
Insert(-303.15,Value3813)
Insert(129.05,Value3814)
Insert(-327.77,Value3815)
Insert(-359.19,Value3816)
Insert(316.17,Value3817)
Insert(159.86,Value3818)
Insert(-198.52,Value3819)
Insert(234.24,Value3820)
Insert(-460.73,Value3821)
Insert(29.16,Value3822)
Insert(115.02,Value3823)
Insert(-259.8,Value3824)
Insert(-177.03,Value3825)
Insert(60.38,Value3826)
Insert(-289.77,Value3827)
Insert(-412.17,Value3828)
Insert(8.94,Value3829)
Insert(105.98,Value3830)
Insert(170.07,Value3831)
Insert(-18.39,Value3832)
Insert(-414.15,Value3833)
Insert(376.21,Value3834)
Insert(112.66,Value3835)
Insert(-428.36,Value3836)
Insert(210.92,Value3837)
Insert(-105.69,Value3838)
Insert(-113.52,Value3839)
Insert(467.74,Value3840)
Insert(-145.14,Value3841)
Insert(273.78,Value3842)
Insert(-189.72,Value3843)
Insert(218.56,Value3844)
Insert(207.55,Value3845)
Insert(-223.23,Value3846)
Insert(-129.82,Value3847)
Insert(-155.29,Value3848)
Insert(209.0,Value3849)
Insert(-52.1,Value3850)
Insert(-456.81,Value3851)
Insert(116.61,Value3852)
Insert(130.83,Value3853)
Insert(190.43,Value3854)
Insert(88.62,Value3855)
Insert(388.05,Value3856)
Insert(-72.04,Value3857)
Insert(-58.69,Value3858)
Insert(-186.38,Value3859)
Insert(-239.11,Value3860)
Insert(125.8,Value3861)
Insert(463.61,Value3862)
Insert(190.89,Value3863)
Insert(-353.47,Value3864)
Insert(462.07,Value3865)
Insert(-63.08,Value3866)
Insert(460.29,Value3867)
Insert(-305.87,Value3868)
Insert(222.58,Value3869)
Insert(-302.06,Value3870)
Insert(-184.27,Value3871)
Insert(-310.54,Value3872)
Insert(-84.04,Value3873)
Insert(92.44,Value3874)
Insert(269.56,Value3875)
Insert(-64.86,Value3876)
Insert(-456.68,Value3877)
Insert(249.22,Value3878)
Insert(316.35,Value3879)
Insert(-475.75,Value3880)
Insert(441.21,Value3881)
Insert(163.01,Value3882)
Insert(-158.32,Value3883)
Insert(14.49,Value3884)
Insert(258.82,Value3885)
Insert(418.64,Value3886)
Insert(282.21,Value3887)
Insert(449.18,Value3888)
Insert(389.32,Value3889)
Insert(-337.24,Value3890)
Insert(-60.83,Value3891)
Insert(-146.33,Value3892)
Insert(-429.39,Value3893)
Insert(-467.09,Value3894)
Insert(16.62,Value3895)
Insert(81.93,Value3896)
Insert(38.06,Value3897)
Insert(-40.08,Value3898)
Insert(484.26,Value3899)
Insert(129.92,Value3900)
Insert(-60.02,Value3901)
Insert(-31.59,Value3902)
Insert(-215.53,Value3903)
Insert(-38.2,Value3904)
Insert(-281.69,Value3905)
Insert(-7.66,Value3906)
Insert(410.52,Value3907)
Insert(302.94,Value3908)
Insert(-135.64,Value3909)
Insert(467.32,Value3910)
Insert(123.25,Value3911)
Insert(-351.6,Value3912)
Insert(131.27,Value3913)
Insert(-340.91,Value3914)
Insert(-308.23,Value3915)
Insert(78.41,Value3916)
Insert(-125.9,Value3917)
Insert(-343.06,Value3918)
Insert(129.44,Value3919)
Insert(146.14,Value3920)
Insert(152.45,Value3921)
Insert(322.05,Value3922)
Insert(340.85,Value3923)
Insert(-481.86,Value3924)
Insert(-138.69,Value3925)
Insert(18.47,Value3926)
Insert(-409.77,Value3927)
Insert(371.91,Value3928)
Insert(422.44,Value3929)
Insert(-305.08,Value3930)
Insert(-159.07,Value3931)
Insert(306.81,Value3932)
Insert(-376.7,Value3933)
Insert(-430.24,Value3934)
Insert(174.83,Value3935)
Insert(399.11,Value3936)
Insert(412.18,Value3937)
Insert(-324.21,Value3938)
Insert(302.29,Value3939)
Insert(345.3,Value3940)
Insert(-498.45,Value3941)
Insert(480.51,Value3942)
Insert(-156.37,Value3943)
Insert(130.61,Value3944)
Insert(-449.99,Value3945)
Insert(356.14,Value3946)
Insert(178.42,Value3947)
Insert(107.34,Value3948)
Insert(157.88,Value3949)
Insert(-42.23,Value3950)
Insert(148.3,Value3951)
Insert(-163.42,Value3952)
Insert(257.91,Value3953)
Insert(-233.31,Value3954)
Insert(375.38,Value3955)
Insert(-86.94,Value3956)
Insert(-465.32,Value3957)
Insert(-188.1,Value3958)
Insert(-409.63,Value3959)
Insert(-310.95,Value3960)
Insert(485.26,Value3961)
Insert(-490.04,Value3962)
Insert(-244.25,Value3963)
Insert(224.88,Value3964)
Insert(-129.49,Value3965)
Insert(-116.54,Value3966)
Insert(-232.81,Value3967)
Insert(299.48,Value3968)
Insert(206.43,Value3969)
Insert(-105.13,Value3970)
Insert(12.28,Value3971)
Insert(-98.18,Value3972)
Insert(135.85,Value3973)
Insert(-78.09,Value3974)
Insert(-242.84,Value3975)
Insert(54.7,Value3976)
Insert(-370.99,Value3977)
Insert(74.92,Value3978)
Insert(79.71,Value3979)
Insert(171.01,Value3980)
Insert(385.25,Value3981)
Insert(-327.5,Value3982)
Insert(172.99,Value3983)
Insert(-77.0,Value3984)
Insert(-85.87,Value3985)
Insert(-326.67,Value3986)
Insert(-324.69,Value3987)
Insert(142.95,Value3988)
Insert(-39.92,Value3989)
Insert(292.69,Value3990)
Insert(81.33,Value3991)
Insert(223.05,Value3992)
Insert(-225.19,Value3993)
Insert(450.38,Value3994)
Insert(-154.65,Value3995)
Insert(-279.05,Value3996)
Insert(-433.54,Value3997)
Insert(-487.25,Value3998)
Insert(-294.06,Value3999)
Insert(-470.08,Value4000)
Insert(-327.6,Value4001)
Insert(-161.24,Value4002)
Insert(404.85,Value4003)
Insert(243.27,Value4004)
Insert(-39.13,Value4005)
Insert(380.5,Value4006)
Insert(70.2,Value4007)
Insert(-242.19,Value4008)
Insert(-190.41,Value4009)
Insert(-239.08,Value4010)
Insert(-341.65,Value4011)
Insert(471.84,Value4012)
Insert(-11.0,Value4013)
Insert(197.82,Value4014)
Insert(-79.23,Value4015)
Insert(-181.05,Value4016)
Insert(-82.91,Value4017)
Insert(-243.9,Value4018)
Insert(-73.1,Value4019)
Insert(-383.91,Value4020)
Insert(276.18,Value4021)
Insert(-331.45,Value4022)
Insert(109.88,Value4023)
Insert(-473.34,Value4024)
Insert(198.79,Value4025)
Insert(384.04,Value4026)
Insert(260.85,Value4027)
Insert(389.13,Value4028)
Insert(266.21,Value4029)
Insert(208.36,Value4030)
Insert(345.87,Value4031)
Insert(126.56,Value4032)
Insert(499.41,Value4033)
Insert(327.26,Value4034)
Insert(-200.99,Value4035)
Insert(-120.24,Value4036)
Insert(404.95,Value4037)
Insert(-228.28,Value4038)
Insert(262.64,Value4039)
Insert(-225.37,Value4040)
Insert(-443.57,Value4041)
Insert(51.03,Value4042)
Insert(405.38,Value4043)
Insert(-68.46,Value4044)
Insert(-290.11,Value4045)
Insert(223.74,Value4046)
Insert(-67.29,Value4047)
Insert(31.31,Value4048)
Insert(-263.83,Value4049)
Insert(-46.91,Value4050)
Insert(-277.82,Value4051)
Insert(368.2,Value4052)
Insert(157.59,Value4053)
Insert(122.13,Value4054)
Insert(-62.52,Value4055)
Insert(91.71,Value4056)
Insert(362.19,Value4057)
Insert(-4.81,Value4058)
Insert(3.23,Value4059)
Insert(-38.9,Value4060)
Insert(450.12,Value4061)
Insert(-263.09,Value4062)
Insert(493.28,Value4063)
Insert(65.92,Value4064)
Insert(-340.12,Value4065)
Insert(466.22,Value4066)
Insert(-344.29,Value4067)
Insert(366.24,Value4068)
Insert(248.35,Value4069)
Insert(-319.57,Value4070)
Insert(224.9,Value4071)
Insert(322.58,Value4072)
Insert(-210.13,Value4073)
Insert(315.94,Value4074)
Insert(368.16,Value4075)
Insert(-435.9,Value4076)
Insert(494.85,Value4077)
Insert(429.02,Value4078)
Insert(-145.92,Value4079)
Insert(135.45,Value4080)
Insert(-202.77,Value4081)
Insert(427.36,Value4082)
Insert(-15.37,Value4083)
Insert(-490.51,Value4084)
Insert(224.36,Value4085)
Insert(138.0,Value4086)
Insert(-453.55,Value4087)
Insert(60.93,Value4088)
Insert(-453.22,Value4089)
Insert(-8.68,Value4090)
Insert(243.07,Value4091)
Insert(-346.98,Value4092)
Insert(-419.48,Value4093)
Insert(9.22,Value4094)
Insert(345.83,Value4095)
Insert(31.01,Value4096)
Insert(-346.91,Value4097)
Insert(-438.86,Value4098)
Insert(164.99,Value4099)
Insert(-197.95,Value4100)
Insert(-240.42,Value4101)
Insert(-74.73,Value4102)
Insert(-499.55,Value4103)
Insert(-336.19,Value4104)
Insert(-59.22,Value4105)
Insert(338.26,Value4106)
Insert(430.93,Value4107)
Insert(481.49,Value4108)
Insert(-479.5,Value4109)
Insert(-378.11,Value4110)
Insert(-216.47,Value4111)
Insert(468.5,Value4112)
Insert(454.22,Value4113)
Insert(300.77,Value4114)
Insert(-448.39,Value4115)
Insert(201.32,Value4116)
Insert(-202.73,Value4117)
Insert(-397.38,Value4118)
Insert(196.93,Value4119)
Insert(-328.72,Value4120)
Insert(183.4,Value4121)
Insert(-103.14,Value4122)
Insert(81.59,Value4123)
Insert(-370.74,Value4124)
Insert(128.24,Value4125)
Insert(-87.51,Value4126)
Insert(408.49,Value4127)
Insert(-364.1,Value4128)
Insert(-353.44,Value4129)
Insert(259.1,Value4130)
Insert(171.24,Value4131)
Insert(215.37,Value4132)
Insert(-455.27,Value4133)
Insert(-495.0,Value4134)
Insert(-439.88,Value4135)
Insert(-434.85,Value4136)
Insert(356.09,Value4137)
Insert(-258.84,Value4138)
Insert(-0.14,Value4139)
Insert(223.26,Value4140)
Insert(129.94,Value4141)
Insert(435.63,Value4142)
Insert(331.53,Value4143)
Insert(-411.88,Value4144)
Insert(-404.73,Value4145)
Insert(-376.04,Value4146)
Insert(-402.02,Value4147)
Insert(-381.1,Value4148)
Insert(-190.92,Value4149)
Insert(-148.5,Value4150)
Insert(345.27,Value4151)
Insert(-271.61,Value4152)
Insert(-204.56,Value4153)
Insert(331.49,Value4154)
Insert(95.5,Value4155)
Insert(194.06,Value4156)
Insert(-349.07,Value4157)
Insert(-111.72,Value4158)
Insert(475.44,Value4159)
Insert(-162.97,Value4160)
Insert(-354.74,Value4161)
Insert(-252.74,Value4162)
Insert(41.84,Value4163)
Insert(23.2,Value4164)
Insert(-81.27,Value4165)
Insert(15.56,Value4166)
Insert(208.48,Value4167)
Insert(323.87,Value4168)
Insert(-139.59,Value4169)
Insert(52.54,Value4170)
Insert(-352.19,Value4171)
Insert(134.24,Value4172)
Insert(-288.73,Value4173)
Insert(-387.15,Value4174)
Insert(437.32,Value4175)
Insert(-274.1,Value4176)
Insert(165.17,Value4177)
Insert(383.04,Value4178)
Insert(327.7,Value4179)
Insert(492.93,Value4180)
Insert(-305.53,Value4181)
Insert(360.5,Value4182)
Insert(473.33,Value4183)
Insert(448.15,Value4184)
Insert(230.21,Value4185)
Insert(-117.63,Value4186)
Insert(17.55,Value4187)
Insert(72.04,Value4188)
Insert(-214.18,Value4189)
Insert(-411.93,Value4190)
Insert(-426.66,Value4191)
Insert(-55.9,Value4192)
Insert(103.62,Value4193)
Insert(214.56,Value4194)
Insert(-10.68,Value4195)
Insert(201.73,Value4196)
Insert(123.18,Value4197)
Insert(-201.97,Value4198)
Insert(408.08,Value4199)
Insert(-431.32,Value4200)
Insert(345.45,Value4201)
Insert(-87.91,Value4202)
Insert(-245.06,Value4203)
Insert(-290.6,Value4204)
Insert(-332.27,Value4205)
Insert(-195.16,Value4206)
Insert(185.4,Value4207)
Insert(279.25,Value4208)
Insert(51.0,Value4209)
Insert(-288.06,Value4210)
Insert(-146.74,Value4211)
Insert(-293.57,Value4212)
Insert(-86.54,Value4213)
Insert(497.08,Value4214)
Insert(412.22,Value4215)
Insert(-179.44,Value4216)
Insert(429.82,Value4217)
Insert(238.47,Value4218)
Insert(-186.57,Value4219)
Insert(63.2,Value4220)
Insert(-229.1,Value4221)
Insert(294.66,Value4222)
Insert(-438.77,Value4223)
Insert(340.13,Value4224)
Insert(406.44,Value4225)
Insert(-373.54,Value4226)
Insert(95.12,Value4227)
Insert(-80.72,Value4228)
Insert(-460.51,Value4229)
Insert(-87.34,Value4230)
Insert(-65.54,Value4231)
Insert(273.21,Value4232)
Insert(-435.66,Value4233)
Insert(105.0,Value4234)
Insert(-481.78,Value4235)
Insert(-21.68,Value4236)
Insert(351.83,Value4237)
Insert(-34.7,Value4238)
Insert(-236.99,Value4239)
Insert(273.54,Value4240)
Insert(-199.27,Value4241)
Insert(208.61,Value4242)
Insert(-328.4,Value4243)
Insert(-459.23,Value4244)
Insert(-493.17,Value4245)
Insert(-499.1,Value4246)
Insert(-268.79,Value4247)
Insert(433.68,Value4248)
Insert(280.74,Value4249)
Insert(-237.96,Value4250)
Insert(-153.93,Value4251)
Insert(-169.06,Value4252)
Insert(-99.17,Value4253)
Insert(345.32,Value4254)
Insert(151.56,Value4255)
Insert(78.66,Value4256)
Insert(-356.59,Value4257)
Insert(-139.83,Value4258)
Insert(265.34,Value4259)
Insert(-481.81,Value4260)
Insert(112.94,Value4261)
Insert(333.05,Value4262)
Insert(144.06,Value4263)
Insert(27.75,Value4264)
Insert(-180.6,Value4265)
Insert(-450.64,Value4266)
Insert(-170.27,Value4267)
Insert(441.24,Value4268)
Insert(159.27,Value4269)
Insert(-145.93,Value4270)
Insert(373.27,Value4271)
Insert(93.82,Value4272)
Insert(326.65,Value4273)
Insert(-74.96,Value4274)
Insert(-176.26,Value4275)
Insert(-378.64,Value4276)
Insert(-428.51,Value4277)
Insert(79.54,Value4278)
Insert(339.99,Value4279)
Insert(-345.5,Value4280)
Insert(401.53,Value4281)
Insert(-247.67,Value4282)
Insert(294.32,Value4283)
Insert(-168.16,Value4284)
Insert(203.36,Value4285)
Insert(-260.72,Value4286)
Insert(126.61,Value4287)
Insert(-464.99,Value4288)
Insert(-83.3,Value4289)
Insert(-311.48,Value4290)
Insert(-469.37,Value4291)
Insert(372.63,Value4292)
Insert(188.65,Value4293)
Insert(-66.92,Value4294)
Insert(-336.65,Value4295)
Insert(406.54,Value4296)
Insert(-325.57,Value4297)
Insert(-296.2,Value4298)
Insert(-357.77,Value4299)
Insert(-427.23,Value4300)
Insert(78.98,Value4301)
Insert(-412.81,Value4302)
Insert(219.98,Value4303)
Insert(421.89,Value4304)
Insert(69.51,Value4305)
Insert(-135.62,Value4306)
Insert(-179.85,Value4307)
Insert(191.75,Value4308)
Insert(104.37,Value4309)
Insert(45.73,Value4310)
Insert(330.97,Value4311)
Insert(216.09,Value4312)
Insert(-431.52,Value4313)
Insert(-243.38,Value4314)
Insert(78.36,Value4315)
Insert(-469.53,Value4316)
Insert(25.24,Value4317)
Insert(308.0,Value4318)
Insert(-408.68,Value4319)
Insert(-262.98,Value4320)
Insert(-442.8,Value4321)
Insert(-375.87,Value4322)
Insert(495.83,Value4323)
Insert(456.02,Value4324)
Insert(142.83,Value4325)
Insert(-196.43,Value4326)
Insert(427.85,Value4327)
Insert(-211.28,Value4328)
Insert(-336.43,Value4329)
Insert(130.76,Value4330)
Insert(-493.29,Value4331)
Insert(-367.84,Value4332)
Insert(355.32,Value4333)
Insert(419.06,Value4334)
Insert(369.86,Value4335)
Insert(64.47,Value4336)
Insert(-177.63,Value4337)
Insert(-468.47,Value4338)
Insert(-290.41,Value4339)
Insert(-335.62,Value4340)
Insert(-366.29,Value4341)
Insert(-326.74,Value4342)
Insert(-470.3,Value4343)
Insert(-84.67,Value4344)
Insert(212.67,Value4345)
Insert(241.33,Value4346)
Insert(17.41,Value4347)
Insert(-427.98,Value4348)
Insert(388.85,Value4349)
Insert(-8.46,Value4350)
Insert(286.14,Value4351)
Insert(461.52,Value4352)
Insert(-278.53,Value4353)
Insert(464.05,Value4354)
Insert(-245.12,Value4355)
Insert(-180.93,Value4356)
Insert(209.18,Value4357)
Insert(28.17,Value4358)
Insert(82.16,Value4359)
Insert(289.49,Value4360)
Insert(196.15,Value4361)
Insert(344.1,Value4362)
Insert(-175.89,Value4363)
Insert(261.03,Value4364)
Insert(12.29,Value4365)
Insert(227.22,Value4366)
Insert(-284.27,Value4367)
Insert(328.05,Value4368)
Insert(54.22,Value4369)
Insert(-172.22,Value4370)
Insert(-377.03,Value4371)
Insert(-324.39,Value4372)
Insert(-297.67,Value4373)
Insert(341.7,Value4374)
Insert(-325.07,Value4375)
Insert(-156.9,Value4376)
Insert(243.97,Value4377)
Insert(339.07,Value4378)
Insert(-190.22,Value4379)
Insert(300.2,Value4380)
Insert(234.21,Value4381)
Insert(398.59,Value4382)
Insert(37.24,Value4383)
Insert(-165.86,Value4384)
Insert(438.62,Value4385)
Insert(357.37,Value4386)
Insert(379.81,Value4387)
Insert(-281.55,Value4388)
Insert(80.4,Value4389)
Insert(146.09,Value4390)
Insert(-423.52,Value4391)
Insert(-176.54,Value4392)
Insert(6.53,Value4393)
Insert(151.07,Value4394)
Insert(-38.44,Value4395)
Insert(55.04,Value4396)
Insert(437.01,Value4397)
Insert(-71.82,Value4398)
Insert(-348.32,Value4399)
Insert(-261.62,Value4400)
Insert(244.39,Value4401)
Insert(308.87,Value4402)
Insert(395.2,Value4403)
